Provider #,Site Name,State,Type (group),Type,City,County,Rural Status,Site Subcategory,# of Beds,.Hospital Locations,Latitude,Longitude
210029,JOHNS HOPKINS BAYVIEW MEDICAL CENTER,MD,All Others,Short-Term Hospital,Baltimore,Baltimore City,No,Short Term,430,Point,39.28743916,-76.54964849
210051,"LUMINIS HEALTH DOCTORS COMMUNITY MEDICAL CTR, INC",MD,All Others,Short-Term Hospital,Lanham,Prince George's County,No,Short Term,182,Point,38.98260507,-76.86539281
210063,UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER,MD,All Others,Short-Term Hospital,Towson,Baltimore County,No,Short Term,238,Point,39.38810499,-76.61092895
210008,MERCY MEDICAL CENTER INC,MD,All Others,Short-Term Hospital,Baltimore,Baltimore City,No,Short Term,285,Point,39.29288364,-76.61354629
210057,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,MD,All Others,Short-Term Hospital,Rockville,Montgomery County,No,Short Term,331,Point,39.0967829,-77.19673522
210058,UMD REHABILITATION &  ORTHOPAEDIC INSTITUTE,MD,All Others,Short-Term Hospital,Baltimore,Baltimore City,No,Short Term,134,Point,39.31342785,-76.71024361
210040,NORTHWEST HOSPITAL CENTER,MD,All Others,Short-Term Hospital,Randallstown,Baltimore County,No,Short Term,215,Point,39.35942992,-76.78226184
510058,CAMDEN CLARK MEDICAL CENTER,WV,All Others,Short-Term Hospital,Parkersburg,Wood County,No,Short Term,343,Point,39.27015183,-81.56052936
510055,"CABELL HUNTINGTON HOSPITAL, INC",WV,All Others,Short-Term Hospital,Huntington,Cabell County,No,Short Term,322,Point,38.40951172,-82.42829037
510031,SAINT FRANCIS HOSPITAL,WV,All Others,Short-Term Hospital,Charleston,Kanawha County,No,Short Term,155,Point,38.35340305,-81.63254508
510007,ST MARY'S MEDICAL CENTER,WV,All Others,Short-Term Hospital,Huntington,Cabell County,No,Short Term,440,Point,38.43186475,-82.40129678
510029,THOMAS MEMORIAL HOSPITAL,WV,All Others,Short-Term Hospital,South Charleston,Kanawha County,No,Short Term,266,Point,38.35555452,-81.72670948
510013,REYNOLDS MEMORIAL HOSPITAL,WV,All Others,Short-Term Hospital,Glen Dale,Marshall County,No,Short Term,127,Point,39.94631699,-80.75421257
510001,"WEST VIRGINIA UNIVERSITY HOSPITALS, INC",WV,All Others,Short-Term Hospital,Morgantown,Monongalia County,No,Short Term,531,Point,39.65334015,-79.95924233
510091,CHARLESTON SURGICAL HOSPITAL,WV,All Others,Short-Term Hospital,Charleston,Kanawha County,No,Short Term,35,Point,38.34282115,-81.63045363
510062,BECKLEY ARH HOSPITAL,WV,All Others,Short-Term Hospital,Beckley,Raleigh County,No,Short Term,173,Point,37.79928021,-81.16902307
510022,CHARLESTON AREA MEDICAL CENTER,WV,All Others,Short-Term Hospital,Charleston,Kanawha County,No,Short Term,908,Point,38.34712668,-81.62620166
510008,BERKELEY MEDICAL CENTER,WV,All Others,Short-Term Hospital,Martinsburg,Berkeley County,No,Short Term,241,Point,39.4762858,-77.98077316
510024,MON HEALTH MEDICAL CENTER,WV,All Others,Short-Term Hospital,Morgantown,Monongalia County,No,Short Term,189,Point,39.66260593,-79.94632027
510070,RALEIGH GENERAL HOSPITAL,WV,All Others,Short-Term Hospital,Beckley,Raleigh County,No,Short Term,300,Point,37.78737644,-81.20316885
510050,"WHEELING HOSPITAL, INC",WV,All Others,Short-Term Hospital,Wheeling,Ohio County,No,Short Term,277,Point,40.05947582,-80.68377089
490104,HIRAM W DAVIS MEDICAL CENTER,VA,All Others,Short-Term Hospital,South Chesterfield,Dinwiddie County,No,Short Term,10,Point,37.20428997,-77.45316999
490004,SENTARA RMH MEDICAL CENTER,VA,All Others,Short-Term Hospital,Rockingham,Rockingham County,No,Short Term,238,Point,38.40500699,-78.85564998
490042,CARILION NEW RIVER VALLEY MEDICAL CENTER,VA,All Others,Short-Term Hospital,Christiansburg,Montgomery County,No,Short Term,146,Point,37.08791542,-80.50566936
490119,SENTARA PRINCESS ANNE HOSPITAL,VA,All Others,Short-Term Hospital,Virginia Beach,Virginia Beach City,No,Short Term,160,Point,36.77556828,-76.09793687
490057,SENTARA VIRGINIA BEACH GENERAL HOSPITAL,VA,All Others,Short-Term Hospital,Virginia Beach,Virginia Beach City,No,Short Term,276,Point,36.86401966,-76.02833421
490005,WINCHESTER MEDICAL CENTER,VA,All Others,Short-Term Hospital,Winchester,Winchester City,No,Short Term,399,Point,39.19440198,-78.19348701
490044,SENTARA OBICI HOSPITAL,VA,All Others,Short-Term Hospital,Suffolk,Suffolk City,No,Short Term,168,Point,36.77321398,-76.580736
490046,SENTARA LEIGH HOSPITAL,VA,All Others,Short-Term Hospital,Norfolk,Norfolk City,No,Short Term,247,Point,36.85158192,-76.19077918
490120,CHESAPEAKE GENERAL HOSPITAL,VA,All Others,Short-Term Hospital,Chesapeake,Chesapeake City,No,Short Term,310,Point,36.74636598,-76.24495788
490007,SENTARA NORFOLK GENERAL HOSPITAL,VA,All Others,Short-Term Hospital,Norfolk,Norfolk City,No,Short Term,525,Point,36.86320473,-76.30379901
490130,RIVERSIDE WALTER REED HOSPITAL,VA,All Others,Short-Term Hospital,Gloucester,Gloucester County,No,Short Term,67,Point,37.420365,-76.5420629
490059,BON SECOURS ST MARYS HOSPITAL,VA,All Others,Short-Term Hospital,Richmond,Henrico County,No,Short Term,391,Point,37.58431323,-77.5132182
490040,INOVA ALEXANDRIA HOSPITAL,VA,All Others,Short-Term Hospital,Alexandria,Alexandria City,No,Short Term,318,Point,38.82440428,-77.10543861
490101,INOVA FAIR OAKS HOSPITAL,VA,All Others,Short-Term Hospital,Fairfax,Fairfax County,No,Short Term,182,Point,38.88480658,-77.37991392
490017,BON SECOURS MARYVIEW MEDICAL CENTER,VA,All Others,Short-Term Hospital,Portsmouth,Portsmouth City,No,Short Term,346,Point,36.83606316,-76.3480252
490093,SENTARA CAREPLEX HOSPITAL,VA,All Others,Short-Term Hospital,Hampton,Hampton City,No,Short Term,224,Point,37.05694089,-76.39236546
490041,MARY IMMACULATE HOSPITAL,VA,All Others,Short-Term Hospital,Newport News,Newport News City,No,Short Term,110,Point,37.1450616,-76.51159577
490136,BON SECOURS ST FRANCIS MEDICAL CENTER,VA,All Others,Short-Term Hospital,Midlothian,Chesterfield County,No,Short Term,130,Point,37.46632776,-77.65906901
490018,AUGUSTA HEALTH,VA,All Others,Short-Term Hospital,Fishersville,Augusta County,No,Short Term,255,Point,38.09423678,-78.98661387
490077,SENTARA MARTHA JEFFERSON HOSPITAL,VA,All Others,Short-Term Hospital,Charlottesville,Albemarle County,No,Short Term,176,Point,38.02221759,-78.44219811
490107,RESTON HOSPITAL CENTER,VA,All Others,Short-Term Hospital,Reston,Fairfax County,No,Short Term,187,Point,38.96154877,-77.36287427
490052,RIVERSIDE REGIONAL MEDICAL CENTER,VA,All Others,Short-Term Hospital,Newport News,Newport News City,No,Short Term,566,Point,37.064301,-76.48303762
490069,BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,VA,All Others,Short-Term Hospital,Mechanicsville,Hanover County,No,Short Term,225,Point,37.62942224,-77.38803355
490048,LEWISGALE MEDICAL CENTER,VA,All Others,Short-Term Hospital,Salem,Salem City,No,Short Term,506,Point,37.26349282,-80.03332951
490022,"MARY WASHINGTON HOSPITAL, INC",VA,All Others,Short-Term Hospital,Fredericksburg,Fredericksburg City,No,Short Term,451,Point,38.31094599,-77.48396402
490021,"CENTRA  HEALTH, INC",VA,All Others,Short-Term Hospital,Lynchburg,Lynchburg City,No,Short Term,519,Point,37.41603634,-79.17004805
490143,RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,VA,All Others,Short-Term Hospital,Williamsburg,Williamsburg City,No,Short Term,40,Point,37.25204893,-76.66728954
490094,BON SECOURS RICHMOND COMMUNITY HOSPITAL,VA,All Others,Short-Term Hospital,Richmond,Richmond City,No,Short Term,104,Point,37.53999308,-77.40649486
490112,CJW MEDICAL CENTER,VA,All Others,Short-Term Hospital,Richmond,Richmond City,No,Short Term,758,Point,37.5158928,-77.52606414
490118,HENRICO DOCTORS' HOSPITAL,VA,All Others,Short-Term Hospital,Richmond,Henrico County,No,Short Term,340,Point,37.60405701,-77.540105
490024,CARILION ROANOKE MEMORIAL HOSPITAL,VA,All Others,Short-Term Hospital,Roanoke,Roanoke City,No,Short Term,752,Point,37.25200119,-79.94241905
490032,MEDICAL COLLEGE OF VIRGINIA HOSPITALS,VA,All Others,Short-Term Hospital,Richmond,Richmond City,No,Short Term,779,Point,37.54121998,-77.43054003
490144,UVA HEALTH HAYMARKET MEDICAL CENTER,VA,All Others,Short-Term Hospital,Haymarket,Prince William County,No,Short Term,60,Point,38.82081351,-77.64259103
490045,UVA PRINCE WILLIAM MEDICAL CENTER,VA,All Others,Short-Term Hospital,Manassas,Manassas City,No,Short Term,170,Point,38.76833915,-77.48642318
490141,SPOTSYLVANIA REGIONAL MEDICAL CENTER,VA,All Others,Short-Term Hospital,Fredericksburg,Spotsylvania County,No,Short Term,126,Point,38.21748999,-77.49605399
490009,UNIVERSITY OF VIRGINIA MEDICAL CENTER,VA,All Others,Short-Term Hospital,Charlottesville,Charlottesville City,No,Short Term,622,Point,38.03209905,-78.49914417
490063,INOVA FAIRFAX HOSPITAL,VA,All Others,Short-Term Hospital,Falls Church,Fairfax County,No,Short Term,923,Point,38.8581924,-77.2264261
490020,TRICITIES HOSPITAL,VA,All Others,Short-Term Hospital,Hopewell,Hopewell City,No,Short Term,147,Point,37.30742305,-77.29210502
490023,FAUQUIER HOSPITAL,VA,All Others,Short-Term Hospital,Warrenton,Fauquier County,No,Short Term,97,Point,38.71195493,-77.80970321
490053,JOHNSTON MEMORIAL HOSPITAL,VA,All Others,Short-Term Hospital,Abingdon,Washington County,No,Short Term,116,Point,36.72268715,-81.91025656
490110,LEWISGALE HOSPITAL MONTGOMERY,VA,All Others,Short-Term Hospital,Blacksburg,Montgomery County,No,Short Term,146,Point,37.18744901,-80.41123901
490145,STONESPRINGS HOSPITAL CENTER,VA,All Others,Short-Term Hospital,Dulles,Loudoun County,No,Short Term,124,Point,38.94145873,-77.54391935
490140,"STAFFORD HOSPITAL, LLC",VA,All Others,Short-Term Hospital,Stafford,Stafford County,No,Short Term,100,Point,38.41415542,-77.40709174
490067,BON SECOURS - SOUTHSIDE MEDICAL CENTER,VA,All Others,Short-Term Hospital,Petersburg,Petersburg City,No,Short Term,300,Point,37.18228999,-77.35933098
490122,INOVA MOUNT VERNON HOSPITAL,VA,All Others,Short-Term Hospital,Alexandria,Fairfax County,No,Short Term,237,Point,38.74063776,-77.07513468
490113,SENTARA NORTHERN VIRGINIA MEDICAL CENTER,VA,All Others,Short-Term Hospital,Woodbridge,Prince William County,No,Short Term,183,Point,38.63718273,-77.28632637
490066,SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,VA,All Others,Short-Term Hospital,Williamsburg,York County,No,Short Term,145,Point,37.3352425,-76.74205419
490043,INOVA LOUDOUN HOSPITAL,VA,All Others,Short-Term Hospital,Leesburg,Loudoun County,No,Short Term,167,Point,39.074007,-77.47785
390025,KENSINGTON HOSPITAL,PA,All Others,Short-Term Hospital,Philadelphia,Philadelphia County,No,Short Term,31,Point,39.98185014,-75.1346049
390196,HOSPITAL OF THE FOX CHASE CANCER CENTER,PA,All Others,Short-Term Hospital,Philadelphia,Philadelphia County,No,Short Term,100,Point,40.06772015,-75.09440587
390142,ALBERT EINSTEIN MEDICAL CENTER,PA,All Others,Short-Term Hospital,Philadelphia,Philadelphia County,No,Short Term,783,Point,40.03743033,-75.14459454
390057,GRAND VIEW HEALTH,PA,All Others,Short-Term Hospital,Sellersville,Bucks County,No,Short Term,250,Point,40.36381829,-75.32624966
390322,ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL LLC,PA,All Others,Short-Term Hospital,Bensalem,Bucks County,No,Short Term,24,Point,40.11349199,-74.96211078
390107,UPMC PASSAVANT,PA,All Others,Short-Term Hospital,Pittsburgh,Allegheny County,No,Short Term,346,Point,40.57424257,-80.01359054
390032,ALLEGHENY VALLEY HOSPITAL,PA,All Others,Short-Term Hospital,Natrona Heights,Allegheny County,No,Short Term,228,Point,40.61771372,-79.73643084
390096,PENN STATE HEALTH ST. JOSEPH,PA,All Others,Short-Term Hospital,Reading,Berks County,No,Short Term,240,Point,40.37678052,-75.97789443
390026,CHESTNUT HILL HOSPITAL,PA,All Others,Short-Term Hospital,Philadelphia,Philadelphia County,No,Short Term,179,Point,40.07878991,-75.21264746
390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,PA,All Others,Short-Term Hospital,Philadelphia,Philadelphia County,No,Short Term,925,Point,39.94962528,-75.15870589
390333,"AHN EMERUS WESTMORELAND, LLC",PA,All Others,Short-Term Hospital,Greensburg,Westmoreland County,No,Short Term,10,Point,40.31067125,-79.60120191
390097,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,PA,All Others,Short-Term Hospital,Meadowbrook,Montgomery County,No,Short Term,268,Point,40.10877629,-75.08159012
390272,AVENUES RECOVERY MEDICAL CENTER AT VALLEY FORGE,PA,All Others,Short-Term Hospital,Norristown,Montgomery County,No,Short Term,67,Point,40.158226,-75.36806798
390278,EAGLEVILLE HOSPITAL,PA,All Others,Short-Term Hospital,Eagleville,Montgomery County,No,Short Term,83,Point,40.15626598,-75.41479902
390222,RIDDLE MEMORIAL HOSPITAL,PA,All Others,Short-Term Hospital,Media,Delaware County,No,Short Term,212,Point,39.91226798,-75.43072799
390139,"BRYN MAWR HOSPITAL, THE",PA,All Others,Short-Term Hospital,Bryn Mawr,Montgomery County,No,Short Term,320,Point,40.01846845,-75.32059045
390180,CROZER CHESTER MEDICAL CENTER,PA,All Others,Short-Term Hospital,Chester,Delaware County,No,Short Term,672,Point,39.85603157,-75.36863007
390102,UPMC ST MARGARET,PA,All Others,Short-Term Hospital,Pittsburgh,Allegheny County,No,Short Term,237,Point,40.48760311,-79.89652461
390090,WEST PENN HOSPITAL,PA,All Others,Short-Term Hospital,Pittsburgh,Allegheny County,No,Short Term,500,Point,40.4623872,-79.94629484
390063,UPMC HAMOT,PA,All Others,Short-Term Hospital,Erie,Erie County,No,Short Term,343,Point,42.13352496,-80.08792688
390111,HOSPITAL OF UNIV OF PENNSYLVANIA,PA,All Others,Short-Term Hospital,Philadelphia,Philadelphia County,No,Short Term,782,Point,39.95044,-75.19259996
390325,OSS ORTHOPAEDIC HOSPITAL,PA,All Others,Short-Term Hospital,York,York County,No,Short Term,38,Point,39.9165241,-76.69675084
390147,PENN HIGHLANDS MON VALLEY,PA,All Others,Short-Term Hospital,Monongahela,Washington County,No,Short Term,210,Point,40.18208697,-79.911002
390151,WELLSPAN CHAMBERSBURG HOSPITAL,PA,All Others,Short-Term Hospital,Chambersburg,Franklin County,No,Short Term,257,Point,39.93466602,-77.64759595
390123,POTTSTOWN HOSPITAL,PA,All Others,Short-Term Hospital,Pottstown,Montgomery County,No,Short Term,219,Point,40.24393247,-75.61212301
390081,DELAWARE COUNTY MEMORIAL HOSPITAL,PA,All Others,Short-Term Hospital,Drexel Hill,Delaware County,No,Short Term,247,Point,39.95425343,-75.28413822
390211,SHARON REGIONAL HEALTH SYSTEM,PA,All Others,Short-Term Hospital,Sharon,Mercer County,No,Short Term,220,Point,41.23298254,-80.49585499
390162,ST LUKE'S HOSPITAL - EASTON CAMPUS,PA,All Others,Short-Term Hospital,Easton,Northampton County,No,Short Term,164,Point,40.68754097,-75.24303982
390145,EXCELA HEALTH WESTMORELAND HOSPITAL,PA,All Others,Short-Term Hospital,Greensburg,Westmoreland County,No,Short Term,375,Point,40.30124444,-79.5554612
390203,DOYLESTOWN HOSPITAL,PA,All Others,Short-Term Hospital,Doylestown,Bucks County,No,Short Term,271,Point,40.30740301,-75.14668197
390179,CHESTER COUNTY HOSPITAL,PA,All Others,Short-Term Hospital,West Chester,Chester County,No,Short Term,263,Point,39.97245356,-75.60353332
390073,UPMC ALTOONA,PA,All Others,Short-Term Hospital,Altoona,Blair County,No,Short Term,398,Point,40.52159135,-78.39783504
390267,FORBES HOSPITAL,PA,All Others,Short-Term Hospital,Monroeville,Allegheny County,No,Short Term,349,Point,40.428254,-79.747488
390268,MOUNT NITTANY MEDICAL CENTER,PA,All Others,Short-Term Hospital,State College,Centre County,No,Short Term,260,Point,40.81875798,-77.84282699
390228,ST CLAIR HOSPITAL,PA,All Others,Short-Term Hospital,Pittsburgh,Allegheny County,No,Short Term,328,Point,40.37731533,-80.06620937
390201,LEHIGH VALLEY HOSPITAL - POCONO,PA,All Others,Short-Term Hospital,East Stroudsburg,Monroe County,No,Short Term,264,Point,40.99227088,-75.17453109
390157,HERITAGE VALLEY KENNEDY,PA,All Others,Short-Term Hospital,Mc Kees Rocks,Allegheny County,No,Short Term,138,Point,40.4717979,-80.0917336
390153,PAOLI HOSPITAL,PA,All Others,Short-Term Hospital,Paoli,Chester County,No,Short Term,231,Point,40.04209206,-75.49948302
390036,HERITAGE VALLEY BEAVER,PA,All Others,Short-Term Hospital,Beaver,Beaver County,No,Short Term,361,Point,40.712246,-80.32209496
390114,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,PA,All Others,Short-Term Hospital,Pittsburgh,Allegheny County,No,Short Term,363,Point,40.43739069,-79.95995642
390195,LANKENAU MEDICAL CENTER,PA,All Others,Short-Term Hospital,Wynnewood,Montgomery County,No,Short Term,370,Point,39.98823199,-75.26215802
390137,WILKES-BARRE GENERAL HOSPITAL,PA,All Others,Short-Term Hospital,Wilkes Barre,Luzerne County,No,Short Term,412,Point,41.25807629,-75.86822142
390004,PENN STATE HEALTH HOLY SPIRIT MEDICAL CENTER,PA,All Others,Short-Term Hospital,Camp Hill,Cumberland County,No,Short Term,315,Point,40.25291531,-76.92390603
390001,GEISINGER-COMMUNITY MEDICAL CENTER,PA,All Others,Short-Term Hospital,Scranton,Lackawanna County,No,Short Term,293,Point,41.40074451,-75.64591387
390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,PA,All Others,Short-Term Hospital,Wilkes Barre,Luzerne County,No,Short Term,310,Point,41.25686181,-75.81174181
390223,PENN PRESBYTERIAN MEDICAL CENTER,PA,All Others,Short-Term Hospital,Philadelphia,Philadelphia County,No,Short Term,305,Point,39.95933865,-75.19984486
390330,ST LUKE'S HOSPITAL - MONROE CAMPUS,PA,All Others,Short-Term Hospital,Stroudsburg,Monroe County,No,Short Term,98,Point,40.99696072,-75.25896192
390110,CONEMAUGH MEMORIAL MEDICAL CENTER,PA,All Others,Short-Term Hospital,Johnstown,Cambria County,No,Short Term,486,Point,40.3040575,-78.92060009
390265,JEFFERSON HOSPITAL,PA,All Others,Short-Term Hospital,Clairton,Allegheny County,No,Short Term,390,Point,40.31889288,-79.93479831
390009,SAINT VINCENT HOSPITAL,PA,All Others,Short-Term Hospital,Erie,Erie County,No,Short Term,428,Point,42.11101632,-80.07913921
390258,ST MARY MEDICAL CENTER,PA,All Others,Short-Term Hospital,Langhorne,Bucks County,No,Short Term,373,Point,40.19498759,-74.92925822
390028,UPMC MERCY,PA,All Others,Short-Term Hospital,Pittsburgh,Allegheny County,No,Short Term,435,Point,40.43681599,-79.98540321
390115,JEFFERSON HEALTH-NORTHEAST,PA,All Others,Short-Term Hospital,Philadelphia,Philadelphia County,No,Short Term,464,Point,40.07101221,-74.9814299
390045,UPMC WILLIAMSPORT,PA,All Others,Short-Term Hospital,Williamsport,Lycoming County,No,Short Term,255,Point,41.24727101,-77.016069
390044,READING HOSPITAL,PA,All Others,Short-Term Hospital,West Reading,Berks County,No,Short Term,738,Point,40.32999174,-75.94830885
390231,ABINGTON MEMORIAL HOSPITAL,PA,All Others,Short-Term Hospital,Abington,Montgomery County,No,Short Term,880,Point,40.11837018,-75.11972375
390226,PENNSYLVANIA HOSPITAL,PA,All Others,Short-Term Hospital,Philadelphia,Philadelphia County,No,Short Term,475,Point,39.94581927,-75.15557424
390035,ST LUKE'S HOSPITAL - UPPER BUCKS CAMPUS,PA,All Others,Short-Term Hospital,Quakertown,Bucks County,No,Short Term,81,Point,40.44312651,-75.37524904
390335,ST LUKE'S HOSPITAL - CARBON CAMPUS,PA,All Others,Short-Term Hospital,Lehighton,Carbon County,No,Short Term,40,Point,40.84508898,-75.67072098
390184,PENN HIGHLANDS CONNELLSVILLE,PA,All Others,Short-Term Hospital,Connellsville,Fayette County,No,Short Term,64,Point,40.02329421,-79.58648572
390062,CONEMAUGH NASON MEDICAL CENTER,PA,All Others,Short-Term Hospital,Roaring Spring,Blair County,No,Short Term,45,Point,40.33805596,-78.38867094
390256,MILTON S HERSHEY MEDICAL CENTER,PA,All Others,Short-Term Hospital,Hershey,Dauphin County,No,Short Term,564,Point,40.26461666,-76.67406145
390050,ALLEGHENY GENERAL HOSPITAL,PA,All Others,Short-Term Hospital,Pittsburgh,Allegheny County,No,Short Term,524,Point,40.45610673,-80.00338641
390049,ST LUKE'S HOSPITAL BETHLEHEM,PA,All Others,Short-Term Hospital,Bethlehem,Lehigh County,No,Short Term,817,Point,40.60852757,-75.39270625
390003,GEISINGER-BLOOMSBURG HOSPITAL,PA,All Others,Short-Term Hospital,Bloomsburg,Columbia County,No,Short Term,76,Point,41.00838216,-76.45323367
390323,ADVANCED SURGICAL HOSPITAL,PA,All Others,Short-Term Hospital,Washington,Washington County,No,Short Term,14,Point,40.1560607,-80.27962184
390217,EXCELA HEALTH FRICK HOSPITAL,PA,All Others,Short-Term Hospital,Mount Pleasant,Westmoreland County,No,Short Term,210,Point,40.14563915,-79.54790248
